date_time,traffic_volume
2017-05-18 00:00:00,775.6709143611208
2017-05-18 00:00:00,775.6709143611208
2017-05-18 00:00:00,775.6709143611208
2017-05-18 01:00:00,400.66387114880274
2017-05-18 01:00:00,400.66387114880274
2017-05-18 02:00:00,348.7208986464874
2017-05-18 02:00:00,348.7208986464874
2017-05-18 02:00:00,348.7208986464874
2017-05-18 03:00:00,363.21791501930517
2017-05-18 03:00:00,363.21791501930517
2017-05-18 03:00:00,363.21791501930517
2017-05-18 04:00:00,822.4413799931546
2017-05-18 04:00:00,822.4413799931546
2017-05-18 04:00:00,822.4413799931546
2017-05-18 05:00:00,2810.930101497211
2017-05-18 05:00:00,2810.930101497211
2017-05-18 05:00:00,2810.930101497211
2017-05-18 06:00:00,5666.325109450277
2017-05-18 06:00:00,5666.325109450277
2017-05-18 07:00:00,6358.946192036827
2017-05-18 07:00:00,6358.946192036827
2017-05-18 08:00:00,5802.405874823382
2017-05-18 08:00:00,5802.405874823382
2017-05-18 08:00:00,5802.405874823382
2017-05-18 09:00:00,5189.0397843641285
2017-05-18 09:00:00,5189.0397843641285
2017-05-18 09:00:00,5189.0397843641285
2017-05-18 10:00:00,4614.936918005929
2017-05-18 10:00:00,4614.936918005929
2017-05-18 11:00:00,4831.284483890726
2017-05-18 12:00:00,5018.8697999797
2017-05-18 13:00:00,5037.974004015729
2017-05-18 14:00:00,5335.512399547652
2017-05-18 15:00:00,5791.804058258913
2017-05-18 16:00:00,6528.39170088721
2017-05-18 17:00:00,6170.868357787211
2017-05-18 18:00:00,4787.772442953413
2017-05-18 19:00:00,3697.007945302632
2017-05-18 20:00:00,3251.0003381657366
2017-05-18 21:00:00,3172.757580196583
2017-05-18 22:00:00,2606.9502036629406
2017-05-18 23:00:00,1615.4181484675728
2017-05-19 00:00:00,900.5127112760152
2017-05-19 01:00:00,481.009733713834
2017-05-19 02:00:00,372.9172586152088
2017-05-19 03:00:00,387.4142749880266
2017-05-19 04:00:00,795.2500433684547
2017-05-19 05:00:00,2615.9936446534766
2017-05-19 06:00:00,5511.504642903559
2017-05-19 07:00:00,6397.575617053659
2017-05-19 08:00:00,5730.985111561137
2017-05-19 09:00:00,5081.426914407327
2017-05-19 10:00:00,4709.118034681681
2017-05-19 11:00:00,5055.6012227596
2017-05-19 12:00:00,5292.4490485089755
2017-05-19 13:00:00,5293.363869598563
2017-05-19 14:00:00,5468.679765249952
2017-05-19 15:00:00,5808.926604015757
2017-05-19 16:00:00,6282.4987516653155
2017-05-19 17:00:00,5762.199304547475
2017-05-19 18:00:00,4857.86150497176
2017-05-19 19:00:00,3840.8300718429273
2017-05-19 20:00:00,3316.073553652381
2017-05-19 21:00:00,3184.850448067358
2017-05-19 22:00:00,3046.8241876710435
2017-05-19 23:00:00,2182.857190453069
2017-05-20 00:00:00,1421.3564004757436
2017-05-20 01:00:00,858.5195560211615
2017-05-20 02:00:00,643.235124392286
2017-05-20 03:00:00,426.15774450098314
2017-05-20 04:00:00,443.60875457832884
2017-05-20 05:00:00,788.8342820569645
2017-05-20 06:00:00,1492.7899721011102
2017-05-20 07:00:00,2202.2842539577828
2017-05-20 08:00:00,2990.121473265883
2017-05-20 09:00:00,3769.2663769452374
2017-05-20 09:00:00,3769.2663769452374
2017-05-20 10:00:00,4177.883282301939
2017-05-20 10:00:00,4177.883282301939
2017-05-20 11:00:00,4539.437593260646
2017-05-20 11:00:00,4539.437593260646
2017-05-20 11:00:00,4539.437593260646
2017-05-20 12:00:00,4771.372711354745
2017-05-20 12:00:00,4771.372711354745
2017-05-20 13:00:00,4814.057597884953
2017-05-20 13:00:00,4814.057597884953
2017-05-20 14:00:00,4786.624768592651
2017-05-20 14:00:00,4786.624768592651
2017-05-20 15:00:00,4779.7266528710825
2017-05-20 15:00:00,4779.7266528710825
2017-05-20 16:00:00,4765.7646246666745
2017-05-20 16:00:00,4765.7646246666745
2017-05-20 17:00:00,4559.4447969989615
2017-05-20 17:00:00,4559.4447969989615
2017-05-20 18:00:00,4279.574856208185
2017-05-20 18:00:00,4279.574856208185
2017-05-20 18:00:00,4279.574856208185
2017-05-20 19:00:00,3479.2643210820734
2017-05-20 19:00:00,3479.2643210820734
2017-05-20 19:00:00,3479.2643210820734
2017-05-20 20:00:00,3108.351702593666
2017-05-20 20:00:00,3108.351702593666
2017-05-20 20:00:00,3108.351702593666
2017-05-20 21:00:00,3114.0323080436706
2017-05-20 21:00:00,3114.0323080436706
2017-05-20 21:00:00,3114.0323080436706
2017-05-20 22:00:00,3172.350991496317
2017-05-20 22:00:00,3172.350991496317
2017-05-20 22:00:00,3172.350991496317
2017-05-20 23:00:00,2302.70483858799
2017-05-20 23:00:00,2302.70483858799
2017-05-20 23:00:00,2302.70483858799
2017-05-21 00:00:00,1512.5927175614995
2017-05-21 00:00:00,1512.5927175614995
2017-05-21 00:00:00,1512.5927175614995
2017-05-21 01:00:00,910.0716175829392
2017-05-21 01:00:00,910.0716175829392
2017-05-21 02:00:00,640.5565827752156
2017-05-21 02:00:00,640.5565827752156
2017-05-21 02:00:00,640.5565827752156
2017-05-21 03:00:00,423.47920288391265
2017-05-21 03:00:00,423.47920288391265
2017-05-21 04:00:00,374.5068156771559
2017-05-21 04:00:00,374.5068156771559
2017-05-21 05:00:00,568.4137484403192
2017-05-21 05:00:00,568.4137484403192
2017-05-21 05:00:00,568.4137484403192
2017-05-21 06:00:00,1001.680348132892
2017-05-21 06:00:00,1001.680348132892
2017-05-21 06:00:00,1001.680348132892
2017-05-21 07:00:00,1365.051252195001
2017-05-21 07:00:00,1365.051252195001
2017-05-21 07:00:00,1365.051252195001
2017-05-21 08:00:00,2092.5555800578727
2017-05-21 08:00:00,2092.5555800578727
2017-05-21 09:00:00,2957.1704924403866
2017-05-21 09:00:00,2957.1704924403866
2017-05-21 10:00:00,3704.392833274311
2017-05-21 10:00:00,3704.392833274311
2017-05-21 10:00:00,3704.392833274311
2017-05-21 11:00:00,4089.779751496923
2017-05-21 11:00:00,4089.779751496923
2017-05-21 11:00:00,4089.779751496923
2017-05-21 12:00:00,4346.039447658867
2017-05-21 12:00:00,4346.039447658867
2017-05-21 12:00:00,4346.039447658867
2017-05-21 13:00:00,4445.743789495235
2017-05-21 13:00:00,4445.743789495235
2017-05-21 13:00:00,4445.743789495235
2017-05-21 14:00:00,4489.092117854338
2017-05-21 14:00:00,4489.092117854338
2017-05-21 15:00:00,4476.008249725659
2017-05-21 16:00:00,4459.659708227554
2017-05-21 16:00:00,4459.659708227554
2017-05-21 17:00:00,4230.124284103699
2017-05-21 18:00:00,3853.6055575941987
2017-05-21 18:00:00,3853.6055575941987
2017-05-21 19:00:00,3192.554919351068
2017-05-21 19:00:00,3192.554919351068
2017-05-21 20:00:00,2707.8757369053124
2017-05-21 20:00:00,2707.8757369053124
2017-05-21 20:00:00,2707.8757369053124
2017-05-21 21:00:00,2460.9688550571354
2017-05-21 21:00:00,2460.9688550571354
2017-05-21 22:00:00,1832.0494228663038
2017-05-21 22:00:00,1832.0494228663038
2017-05-21 23:00:00,1260.4638340553497
2017-05-22 00:00:00,627.1793195072696
2017-05-22 01:00:00,385.97431768370916
2017-05-22 01:00:00,385.97431768370916
2017-05-22 02:00:00,335.6690964731661
2017-05-22 03:00:00,350.1661128459839
2017-05-22 04:00:00,821.7987618117834
2017-05-22 05:00:00,2682.2395490686436
2017-05-22 06:00:00,5531.887317728095
2017-05-22 07:00:00,6159.2354101072315
2017-05-22 08:00:00,5612.136152969612
2017-05-22 09:00:00,4748.693134313089
2017-05-22 10:00:00,4314.398114727379
2017-05-22 11:00:00,4441.90155603114
2017-05-22 12:00:00,4667.533701668946
2017-05-22 13:00:00,4676.62390342449
2017-05-22 14:00:00,4961.26042129476
2017-05-22 15:00:00,5443.035044524179
2017-05-22 16:00:00,6200.06033499585
2017-05-22 17:00:00,5878.082544013257
2017-05-22 18:00:00,4381.262238051023
2017-05-22 19:00:00,3102.9689507342882
2017-05-22 20:00:00,2669.510013845566
2017-05-22 21:00:00,2383.516624636623
2017-05-22 22:00:00,1632.8309496902543
2017-05-22 23:00:00,1085.2559437466389
2017-05-22 23:00:00,1085.2559437466389
2017-05-23 00:00:00,629.2477566143928
2017-05-23 01:00:00,385.9274344534441
2017-05-23 02:00:00,335.6222132429012
2017-05-23 02:00:00,335.6222132429012
2017-05-23 03:00:00,350.11922961571895
2017-05-23 04:00:00,820.3497795949514
2017-05-23 05:00:00,2812.0272451955625
2017-05-23 06:00:00,5741.223546876263
2017-05-23 07:00:00,6379.91719820136
2017-05-23 08:00:00,5791.794985433491
2017-05-23 09:00:00,5047.2707718958645
2017-05-23 10:00:00,4423.078910660791
2017-05-23 11:00:00,4617.468405841203
2017-05-23 11:00:00,4617.468405841203
2017-05-23 12:00:00,4778.770292701301
2017-05-23 12:00:00,4778.770292701301
2017-05-23 13:00:00,4789.6234051497495
2017-05-23 14:00:00,5090.656636272776
2017-05-23 15:00:00,5610.29009868664
2017-05-23 16:00:00,6391.351701418783
2017-05-23 17:00:00,6008.001801862241
2017-05-23 18:00:00,4595.8630233475415
2017-05-23 19:00:00,3156.5003873145165
2017-05-23 20:00:00,2813.9502586635645
2017-05-23 21:00:00,2566.341048444725
2017-05-23 22:00:00,1951.9305681315834
2017-05-23 23:00:00,1423.8308835852145
2017-05-24 00:00:00,655.0938423254084
2017-05-24 01:00:00,396.2633908073532
2017-05-24 02:00:00,344.32041830503783
2017-05-24 03:00:00,358.8174346778556
2017-05-24 04:00:00,822.8092267632464
2017-05-24 05:00:00,2810.0706264689106
2017-05-24 06:00:00,5646.789979457094
2017-05-24 07:00:00,6314.535808283386
2017-05-24 08:00:00,5768.003507740484
2017-05-24 09:00:00,5051.510538713299
2017-05-24 10:00:00,4518.196015815982
2017-05-24 11:00:00,4683.833020930826
2017-05-24 12:00:00,4897.615365720931
2017-05-24 13:00:00,4923.473871117752
2017-05-24 14:00:00,5192.618432559235
2017-05-24 15:00:00,5698.8032182203515
2017-05-24 16:00:00,6471.889663122655
2017-05-24 17:00:00,6121.619494665715
2017-05-24 18:00:00,4688.8254201394
2017-05-24 19:00:00,3359.068552511918
2017-05-24 20:00:00,2869.4410444132586
2017-05-24 21:00:00,2687.1769192581983
2017-05-24 22:00:00,2065.9901639893237
2017-05-24 23:00:00,1302.5329825187475
2017-05-25 00:00:00,768.9630225240409
2017-05-25 01:00:00,400.00868164962424
2017-05-25 02:00:00,344.32041830503783
2017-05-25 03:00:00,356.1388930607851
2017-05-25 04:00:00,815.3623580346344
2017-05-25 05:00:00,2805.4829111319195
2017-05-25 06:00:00,5691.382032591948
2017-05-25 07:00:00,6401.442564768261
2017-05-25 07:00:00,6401.442564768261
2017-05-25 08:00:00,5812.848484673986
2017-05-25 09:00:00,5156.639601382051
2017-05-25 10:00:00,4659.928332078687
2017-05-25 11:00:00,4876.77207025648
2017-05-25 12:00:00,5062.755191426856
2017-05-25 13:00:00,5048.564855836388
2017-05-25 14:00:00,5308.462384351616
2017-05-25 15:00:00,5772.876646033267
2017-05-25 16:00:00,6477.680596945742
2017-05-25 17:00:00,6062.7656136076175
2017-05-25 18:00:00,4782.473832447986
2017-05-25 19:00:00,3713.0784468239203
2017-05-25 20:00:00,3245.282480191625
2017-05-25 21:00:00,3015.2916799681375
2017-05-25 21:00:00,3015.2916799681375
2017-05-25 22:00:00,2376.773638882306
2017-05-25 23:00:00,1581.3134212936352
2017-05-26 00:00:00,849.6912538566188
2017-05-26 01:00:00,460.4513841786799
2017-05-26 02:00:00,376.46350180310657
2017-05-26 03:00:00,390.96051817592434
2017-05-26 04:00:00,798.7962865563522
2017-05-26 05:00:00,2659.073522591374
2017-05-26 06:00:00,5458.593174872572
2017-05-26 07:00:00,6148.969656421199
2017-05-26 08:00:00,5575.6632832540445
2017-05-26 09:00:00,4934.895261511024
2017-05-26 10:00:00,4667.969597365139
2017-05-26 11:00:00,5000.627854917369
2017-05-26 12:00:00,5208.494188262769
2017-05-26 13:00:00,5208.43780501656
2017-05-26 14:00:00,5338.736814123902
2017-05-26 15:00:00,5702.112336586748
2017-05-26 16:00:00,6079.110474574796
2017-05-26 17:00:00,5518.711036928115
2017-05-26 18:00:00,4773.891927813586
2017-05-26 19:00:00,3702.852365941108
2017-05-26 20:00:00,3239.8597735670173
2017-05-26 21:00:00,3147.4290564460375
2017-05-26 22:00:00,2906.6770129217966
2017-05-26 23:00:00,2115.7681784574115
2017-05-27 00:00:00,1373.467361700033
2017-05-27 01:00:00,821.2348477658473
2017-05-27 02:00:00,618.2285482930847
2017-05-27 03:00:00,422.8240133847342
2017-05-27 04:00:00,439.3397364150054
2017-05-27 05:00:00,784.5445448707427
2017-05-27 06:00:00,1502.4325569495752
2017-05-27 07:00:00,2168.9372606381626
2017-05-27 08:00:00,2994.4672883346625
2017-05-27 09:00:00,3757.0113508239037
2017-05-27 10:00:00,4177.164623735283
2017-05-27 11:00:00,4509.02428264995
2017-05-27 12:00:00,4662.0037638924405
2017-05-27 13:00:00,4610.866380009352
2017-05-27 14:00:00,4660.579625218762
2017-05-27 15:00:00,4613.411703245157
2017-05-27 16:00:00,4672.133222461595
2017-05-27 17:00:00,4485.507118956208
2017-05-27 18:00:00,4246.796186113366
2017-05-27 19:00:00,3707.2624568739884
2017-05-27 20:00:00,3243.130046019921
2017-05-27 21:00:00,3093.940693010316
2017-05-27 22:00:00,3044.769259210193
2017-05-27 23:00:00,2207.689522885263
2017-05-28 00:00:00,1451.6913025327342
2017-05-28 01:00:00,849.1702025541742
2017-05-28 02:00:00,622.7546823166379
2017-05-28 03:00:00,427.3501474082876
2017-05-28 04:00:00,397.69945267875534
2017-05-28 05:00:00,588.2724454046387
